Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante 
C737m,A Mineração no Brasil e a Companhia Vale do Rio Doce,, 1992, Vcrd, 639, 85-8537-710-0, Português,http://arquivos.biblioceeteps.com.br/d/39990.jpg?v=201401090154&w=320,1,1,1
P963,Processos de desinfecção e desinfetantes de água potável," o objetivo do Programa é desenvolver e aperfeiçoar tecnologias nas áreas de águas de abastecimento, águas residuárias sólidos que sejam de fácil aplicabilidade, baixo custo de implantação, operação e manutenção e que resultem na melhoria da qualidade de vida da população brasileira.", 2001, Luiz Antonio Daniel, 139,,,,1,1,1
S897d,Diretrizes para o Gerenciamento de Lagos," Reservatórios artificiais ocupam hoje cerca de 7.500 km3 de águas represadas em todo o planeta. O gerenciamento destes ecossistemas artificiais, da qualidade de sua água e das bacias hidrográficas na qual se inserem essas represas é de fundamental importância para o desenvolvimento sustentado. Conservação da qualidade e quantidade da água de represas é um problema complexo que demanda um conhecimento científico integrado e interdisciplinar. A montagem de sistemas de suporte à decisão depende, também, de uma integração entre problemas teóricos e práticos, com a perspectiva de integrar limnólogos e gerentes de qualidade de água de forma a encontrar alternativas e soluções otimizadas. Este volume procura mostrar as soluções integradas para o gerenciamento, a interação entre pesquisa e tomadas de decisão, e detalhar os principais mecanismos de funcionamento desses sistemas artificiais. Este livro é indicado a limnólogos, gerentes de recursos hídricos especializados em represas de abastecimento de água e hidroelétricas, estudantes de graduação e pós-graduação e a todos aqueles interessados na qualidade da água de represas artificiais.", 2008, Milan Straskraba e Jose Galizia Tundisi, 251, 85-8741-804-1, Português,http://arquivos.biblioceeteps.com.br/d/141168.jpg?v=201928030926&w=320,1,1,1
T776,Tratamento de Águas de Abastecimento Por Filtração em Múltiplas Etapas,, 1996, Programa de Pesquisa em Saneamento Básico, 114,, Português,,1,1,1
N758,Noções Gerais de Tratamento e Disposição Final de Lodos de Estações de Tratamento de Água,, 1999, Marco Antonio Penalva Reali(org.), 225,, Português,,1,1,1
S261c,Conservação e Reúso da áGua em Edificações," Roteiro Básico para a adoção de práticas de conservação e reúso de água em edificações, desde a fase de projeto, durante a obra e até em prédios existentes, além de sistemas especiais de refrigeração e aquecimento. Apresenta casos de sucesso, planilhas de levantamento de dados e metodologia de avaliação do “pay-back” dos investimentos realizados.", 2005, Carla Sautchuk, 152,, Português,http://arquivos.biblioceeteps.com.br/d/19805.jpg?v=201404040504&w=320,1,1,1
T926a,"Reúso da água: conceitos, teorias e práticas"," Reúso da Água: Conceitos, teorias e práticas foi construído, em suas partes conceitual e teórica, a partir de uma ampla e atualizada pesquisa bibliográfica e, em seu conteúdo prático através de colaborações de professores de FATECs, da FEC/UNICAMP, da POLI/USP e de experientes profissionais de empresas oficiais e privadas, respeitando-se as características e peculiaridades de cada autor.Nos capítulos iniciais, são apresentados levantamentos, estimativas e projeções sobre a relevância da disponibilidade e da qualidade da água para o mundo atual e futuro. Em seqüência, são abordadas questões sobre poluição dos recursos hídricos, esgotos sanitários e processos específicos e tratamento de efluentes, conforme suas cargas poluidoras e aos tipos de reuso a que se destinam. São também descritos os diversos tipos de reuso, usas características e condicionamentos. Tópicos da legislação brasileira, relativa à utilização das águas doces, completam o bloco conceitual.Conceituados profissionais das principais empresas públicas de saneamento ambiental do Estado de são Paulo e de outras entidades apresentam, em detalhes, resultados de experiências práticas e informações relevantes obtidas em processos industriais de reuso da água. Um glossário de termos técnicos usados em ciências ambientais e a bibliografia referenciada encerram este livro.", 2007, Dirceu D' Alkimin Telles, 311, 978-85-2120-411-4, Português,http://arquivos.biblioceeteps.com.br/d/3063.jpg?v=200717100752&w=320,1,1,1
C196,Comunicação Empresarial,, 2006, Maria Alzira Pimenta, 174, 85-8649-133-0, Português,http://arquivos.biblioceeteps.com.br/d/21057.jpg?v=201422040420&w=320,1,1,1
E75,Esgoto Sanitário," Reune os principais aspectos hidráulicos , sanitários e ambientais , referentes ao sistemas de egotamento sanitário.", 2003, Ariovaldo Nuvolari, 520, 978-85-2120-314-8, Português,http://arquivos.biblioceeteps.com.br/d/5849.jpg?v=201318030232&w=320,1,1,1
P855,Pós-tratamento de Efluentes de Reatores Anaeróbicos," A água é hoje um dos recursos ambientais mais preciosos e escassos da humanidade, reconhecendo-se, agora , mais do que nunca, tratar-se de uma Dávida Divina.", 2001, Carlos Augusto Lemos Chernicharo(org.), 544, 85-9016-402-0, Português,http://arquivos.biblioceeteps.com.br/d/137325.jpg?v=201903011022&w=320,1,1,1
U86,Uso e Manejo do Lodo de Esgoto na Agricultura," Os estudos que geraram o presente Manual, estão inseridos no Programa Interdisciplinar de Pesquisas em Reciclagem Agrícola do Lodo de Esgoto, coordenado pela SANEPAR, o qual conta com a participação de inúmeros pesquisadores, profissionais de saneamento, estudantes e instituições.", 1999, Programa de Pesquisa em Saneamento Básico, 97,, Português,http://arquivos.biblioceeteps.com.br/d/137328.jpg?v=201903011123&w=320,1,1,1
B163q,Química ambiental," Esta edição oferece um capítulo específico sobre o gerenciamento de resíduos, uma abordagem ampliada da toxicologia elementar, dos combustíveis alternativos e da disposição de resíduos, e novas informações sobre tópicos muito importantes: o uso da energia, a toxicologia, os hormônios ambientais, o tratamento de águas subterrâneas e residuais e a disposição do lixo tóxico. Além disso, o texto oferece quadros sobre Análise Instrumental Ambiental, listas de Web sites interessantes e uma grande quantidade de problemas com diferentes graus de dificuldade.", 2011," Baird, Colin e Cann Michael", 844, 978-85-7780-848-9, Português,http://arquivos.biblioceeteps.com.br/d/23802.jpg?v=201411060651&w=320,1,1,1
C268h,A História do Controle do Espaço Aéreo Brasileiro,, 2014, Ar Ramon Borges Cardoso, 119,, Português,http://arquivos.biblioceeteps.com.br/d/137306.jpg?v=201827120210&w=320,1,1,1
C268s,Sistema de Controle do Espaço Aéreo Brasileiro,, 2014, Ari Ramon Borges Cardoso, 111,, Português,http://arquivos.biblioceeteps.com.br/d/137307.jpg?v=201827120224&w=320,1,1,1
A252,Aeroportos brasileiros = brazilian airports," Os 67 aeroportos da Rede Infraero estão em harmonia com o meio onde estão inseridos. Cada um reflete em suas formas e soluções arquitetônicas a região a que servem. Presente em todos os estados brasileiros, a Rede exibe a diversidade cultural, étnica e socioambiental do Brasil. Neste presente volume selecionamos 175 fotos de 31 aeroportos da Rede Infraero. A beleza da arquitetura de cada um deles, aliada à importância regional e de integração nacional, foi o critério de escolha desta publicação. Assim a infraero mostra por meio da arte seu importante papel de aproximar o Brasil do Brasil e o Brasil do mundo.", 2010, Empresa Brasileira de Infra-estrutura Aeroportuári, 182,, Português,http://arquivos.biblioceeteps.com.br/d/39888.jpg?v=201423100833&w=320,1,1,1
B697a,Automação eletropneumática,, 1997, Nelso Gauze Bonacorso, 137, 85-7194-425-3, Português,http://arquivos.biblioceeteps.com.br/d/2367.jpg?v=200727091118&w=320,1,1,1
N989r,"Reúso da água: conceitos, teorias e práticas"," Reúso da Água: Conceitos, teorias e práticas foi construído, em suas partes conceitual e teórica, a partir de uma ampla e atualizada pesquisa bibliográfica e, em seu conteúdo prático através de colaborações de professores de FATECs, da FEC/UNICAMP, da POLI/USP e de experientes profissionais de empresas oficiais e privadas, respeitando-se as características e peculiaridades de cada autor.Nos capítulos iniciais, são apresentados levantamentos, estimativas e projeções sobre a relevância da disponibilidade e da qualidade da água para o mundo atual e futuro. Em seqüência, são abordadas questões sobre poluição dos recursos hídricos, esgotos sanitários e processos específicos e tratamento de efluentes, conforme suas cargas poluidoras e aos tipos de reuso a que se destinam. São também descritos os diversos tipos de reuso, usas características e condicionamentos. Tópicos da legislação brasileira, relativa à utilização das águas doces, completam o bloco conceitual.Conceituados profissionais das principais empresas públicas de saneamento ambiental do Estado de são Paulo e de outras entidades apresentam, em detalhes, resultados de experiências práticas e informações relevantes obtidas em processos industriais de reuso da água. Um glossário de termos técnicos usados em ciências ambientais e a bibliografia referenciada encerram este livro.", 2007, Dirceu D' Alkimin Telles, 311, 978-85-2120-411-4, Português,http://arquivos.biblioceeteps.com.br/d/3063.jpg?v=200717100752&w=320,1,1,1
M268c,Como Administrar o Seu Tempo," Se for verdade que tempo é dinheiro, imagine quanto você deve ter gasto até hoje. Parece impossível trabalhar sem ser interrompido, surpreendido por avalanches de novas tarefas ou sufocado por prazos cada vez menores. Mas acredite: existem estratégias simples que podem mudar completamente essa situação.Como administrar seu tempo apresenta dicas práticas e extremamente úteis para ajudá-lo a organizar sua agenda, sua mesa de trabalho, suas prioridades e sua vida – e, conseqüentemente, torná-lo mais produtivo e menos estressado.Baseado em situações reais e comuns ao dia-a-dia de qualquer profissional, este livro ensina técnicas de administração do tempo para que seu trabalho renda mais e você não se sinta tão esgotado ao final do expediente.", 2007, Marc Mancini, 75, 978-85-7542-332-5, Português,http://arquivos.biblioceeteps.com.br/d/137303.jpg?v=201827121056&w=320,1,1,1
G299e,A Esperança Morre Depois," O mais impressionante documento até hoje publicado sobre a chacina de um povo conquistado durante a Segunda Guerra Mundial.Uma narrativa quase inacreditável, tão hediondo foi o episódio.", 1977, Aba Gefen , 290,, Português,http://arquivos.biblioceeteps.com.br/d/36274.jpg?v=201401080301&w=320,1,1,1
C982p,"Pais brilhantes, professores fascinantes"," ""Os pais e os professores lutam pelo mesmo sonho: tornar seus filhos e alunos felizes, saudáveis e sábios. Mas jamais estiveram tão perdidos na árdua tarefa de educar.Apresentarei aqui ferramentas para promover a formação de pensadores, educar a emoção, expandir os horizontes da inteligência e produzir qualidade de vida.Estes são alguns dos temas fundamentais que você encontrará neste livro:• os sete hábitos dos pais brilhantes• os sete hábitos dos professores fascinantes• os sete pecados capitais dos educadores• as dez técnicas pedagógicas que podem revolucionar• a sala de aula e a de casa.Não escrevo para heróis, mas para pessoas que sabem que educar é realizar a mais bela e complexa arte da inteligência. Educar é acreditar na vida e ter esperança no futuro, mesmo que os jovens nos decepcionem no presente.Educar é semear com sabedoria e colher com paciência."".", 2003, Augusto Jorge Cury, 171, 85-7542-085-2, Português,http://arquivos.biblioceeteps.com.br/d/23293.jpg?v=201401090135&w=320,1,1,1
